variant,metric,age,gender,income,pre_metric,post_metric
A,0.48960148132841796,26-35,Female,High,0.4661127514737574,0.5509573888707876
A,0.55865897874729,26-35,Male,Medium,0.5256953924829457,0.5179256545477846
B,0.534432276460792,18-25,Male,Medium,0.5089790890969799,0.5743936142435537
A,0.6667782061659808,18-25,Male,Medium,0.517531504963678,0.6402174054893373
A,0.5754420843301213,46+,Male,Low,0.5244593565073832,0.5404548104136351
B,0.5837602662075203,18-25,Female,High,0.5317360734280885,0.5859878971074092
B,0.5088123033877533,18-25,Male,Low,0.5554849920978111,0.4853363521064419
A,0.5012393775927507,26-35,Male,High,0.5204909328464257,0.5021781811590996
A,0.506744181218038,36-45,Female,Medium,0.48793711726907285,0.5736203138940189
B,0.5894452142378297,18-25,Female,Low,0.5336286850601366,0.6242058014267983
B,0.5079015519179737,36-45,Male,High,0.5949940967447608,0.567780667439283
B,0.5789774856896414,18-25,Female,High,0.49336831268087133,0.5343470984738423
B,0.757540079864544,18-25,Male,Medium,0.4512735347664679,0.5499645702711677
A,0.6371124703431693,46+,Male,Low,0.5553540334643486,0.4874796133015142
B,0.517397646783216,46+,Male,Low,0.4939809418023201,0.5802257663177683
B,0.6701213922163946,46+,Male,Low,0.39136652269929817,0.5941166531161705
A,0.5091924626978449,36-45,Female,Medium,0.5423710838575211,0.5273954833583461
B,0.3461875464822146,26-35,Male,Low,0.47323359070230386,0.526497892612025
A,0.4491913689082596,18-25,Female,Medium,0.495473335884792,0.5632939114826024
B,0.36292080789741443,18-25,Female,Medium,0.5165990165284507,0.5281640131979702
B,0.5148486515958692,18-25,Female,Medium,0.5095249839889533,0.5466933692687089
B,0.5518418379189552,36-45,Female,High,0.535472590856952,0.6549860894583258
A,0.7176437312275283,46+,Male,Low,0.47822568147150785,0.5376487149627002
A,0.5826927373764164,26-35,Female,Low,0.5256552899088042,0.532082992398939
B,0.5280899471191136,36-45,Male,Medium,0.48702266612080414,0.5176229097182421
A,0.6329405581183489,46+,Female,Medium,0.5369405240443752,0.5872095985749969
A,0.3288864690992115,36-45,Female,Low,0.5307683742006527,0.540938791339095
A,0.5735614558108566,26-35,Male,Medium,0.45322806489777023,0.5175313480839288
A,0.6270865193886968,46+,Male,Low,0.5542991058087516,0.6160652016136506
A,0.4021413754220159,36-45,Male,High,0.4732018277442976,0.6209801502256819
A,0.664375404320693,26-35,Female,Medium,0.5404028899140573,0.5199788217130648
B,0.5838496407494415,18-25,Female,Low,0.518364365670067,0.45667300243196923
B,0.5084712086099199,26-35,Male,Medium,0.5919091838397561,0.6003756844918462
A,0.6132781866106285,18-25,Male,Low,0.4888267008814074,0.5157685087119999
B,0.7770692857804397,36-45,Male,Low,0.4825341601940901,0.5895312799581385
B,0.5681866255058495,46+,Male,Medium,0.49902901970561336,0.45149480911440826
B,0.5748220586300337,46+,Female,High,0.48484101085828624,0.5946298669149656
B,0.5040639100459756,36-45,Male,Low,0.5399970950971025,0.489441403535961
A,0.4650155630535209,46+,Male,Low,0.41918446957817057,0.5865382059533263
B,0.6330335816544246,46+,Male,Low,0.4473158790426823,0.5507136533918218
B,0.46439161740911333,18-25,Male,High,0.44660985392104036,0.5023030290301678
A,0.5571566237219393,36-45,Female,High,0.5475153795986788,0.529648184353661
A,0.5022342553234884,26-35,Male,Medium,0.5855306686290963,0.5843159228478351
B,0.5978979825746392,18-25,Female,High,0.49477753907312644,0.5552947226557617
B,0.5833662105286949,36-45,Male,Medium,0.4915589138404995,0.5792206490236242
B,0.65375399442579,18-25,Male,Medium,0.5035026081556591,0.6488220292257744
B,0.49899836011452536,26-35,Female,High,0.5580939151304095,0.4717879194144475
B,0.5230125064706629,26-35,Male,Medium,0.4536323432904713,0.6308606287484313
B,0.4521236284217693,36-45,Female,High,0.5119184491367392,0.5552177968761607
A,0.5055706739923889,26-35,Female,Medium,0.5487598814891215,0.5050607975838436
B,0.5877300493044852,18-25,Male,High,0.5250547084969923,0.48348431871305053
B,0.6256988616645353,26-35,Female,High,0.5094790808299372,0.5405439804611484
A,0.4577834675822375,18-25,Female,Medium,0.5500523046283571,0.596082505596223
A,0.6369605920105661,18-25,Female,Low,0.3648383853500381,0.5436225439811233
A,0.6855637858804952,26-35,Female,Medium,0.5338937659765454,0.6255577465123674
A,0.5913434903223701,36-45,Female,High,0.4672962158436288,0.4774412154974221
B,0.7376795812558067,46+,Female,Low,0.40846835515717717,0.5493955526076973
B,0.47262108008964276,26-35,Female,Medium,0.525560129976249,0.4873803277793441
B,0.42553452966885835,18-25,Female,Medium,0.5686829272581478,0.5681815941312485
B,0.3721279751095722,18-25,Male,Medium,0.4931275742686154,0.594344369504865
B,0.6996044311489183,26-35,Male,Low,0.547643727360147,0.5289619103159474
B,0.6154365656354058,36-45,Female,High,0.5806139128994323,0.4197893071686433
A,0.5444415329089546,36-45,Male,Medium,0.5657457226792024,0.5599474073398247
B,0.577996862631982,18-25,Female,Medium,0.5819982264685697,0.5718369275866755
A,0.4374510952701624,18-25,Female,Medium,0.5371063745535947,0.570214737748085
A,0.7945751979616826,36-45,Male,Medium,0.5037716819450796,0.6117891095911078
B,0.5629221181975228,46+,Female,Medium,0.4199017094051416,0.4964473160175476
A,0.5609394794604894,26-35,Female,High,0.48769687559350255,0.5840108052725225
B,0.6225766623898692,18-25,Female,High,0.4578376702341904,0.6096253756238987
A,0.5981009231736714,18-25,Female,Medium,0.6085471358748907,0.4610706207996742
B,0.5723884024279132,36-45,Male,Low,0.49120570937838315,0.5659825912959489
A,0.47095255445546885,26-35,Female,High,0.5061602403392242,0.5247910084496165
B,0.5971468357135996,36-45,Female,Low,0.5275742688020234,0.5459238663449177
B,0.7382024496475035,26-35,Female,High,0.5021801223186226,0.5673838241769169
B,0.6845420046154979,26-35,Male,Medium,0.5847525520215376,0.5256385717943224
B,0.7093186626639397,26-35,Female,High,0.4688675319132774,0.5162145960419194
B,0.4988784323568815,18-25,Male,Medium,0.5097303727618622,0.5517076208744013
A,0.45103951797414193,46+,Male,High,0.4628764707150976,0.4956377030568599
A,0.5374213079900352,36-45,Female,Medium,0.4339988744389647,0.4957087435557408
A,0.5555724912288695,46+,Female,Medium,0.46941154545473573,0.5839686641478252
B,0.6594191518470949,36-45,Male,Medium,0.4981481601475794,0.49256029824206726
A,0.3807535370285181,26-35,Female,Medium,0.478534888774137,0.5833156250454606
B,0.7029550319460615,18-25,Male,Low,0.4653789510063072,0.5731295646426976
B,0.5341992101421011,46+,Male,Medium,0.42968412681640833,0.4637096635604702
A,0.507311893005258,18-25,Female,Low,0.4958447213685653,0.5161217673832172
A,0.4487895624739833,36-45,Female,Low,0.4247639812984499,0.6097054701523686
B,0.38451433281342307,18-25,Male,Medium,0.5380027981844802,0.500941723443016
A,0.6323170583961915,18-25,Male,Low,0.5041219876467251,0.5267797868845306
B,0.5573317967188405,46+,Male,High,0.42712242502675346,0.5731030446625949
B,0.42100391002589466,26-35,Male,Medium,0.4845395461475068,0.5891695254641298
B,0.42049212279363846,18-25,Female,Low,0.46239217972047086,0.5374230556977753
B,0.5164215300709872,26-35,Female,Medium,0.515958725520959,0.520124490265418
B,0.7169021525289394,36-45,Female,Medium,0.5670225223011572,0.6211184930849254
A,0.5240408648636395,18-25,Female,Medium,0.40624137651771275,0.636944983189879
A,0.3996857046881894,46+,Female,Low,0.5057513039573709,0.5989429025390898
B,0.5254256935914056,36-45,Male,High,0.49199336022166795,0.5542659071282513
B,0.522727643025233,36-45,Female,High,0.5335670038225233,0.5095867139179537
A,0.2803113357058429,46+,Female,Low,0.5106598314118844,0.5084777796721718
A,0.5445705133482188,18-25,Female,Medium,0.46240153341305906,0.5761257052632879
B,0.5269065469791322,18-25,Female,Low,0.4840473032166691,0.5709199110444342
A,0.6196206364813419,36-45,Female,Low,0.4601987071598255,0.6200799296473215
B,0.7348956094945346,18-25,Male,Low,0.5538003569299299,0.582522504626807
A,0.6626565029547757,26-35,Male,Medium,0.5010655824335971,0.47484598491200913
B,0.523111130944517,46+,Male,Low,0.5950595342876503,0.602597380886146
A,0.43934740912583303,26-35,Female,Medium,0.496966959309269,0.5000969686342794
B,0.8073359803249861,18-25,Male,Low,0.46457966165447684,0.5308014364023824
A,0.5559218434014489,36-45,Male,High,0.42431428036935864,0.5625100103125847
A,0.5513929291912947,46+,Female,Low,0.40984301618720276,0.6497833744891983
B,0.5475874912889998,18-25,Female,Low,0.4207932028497255,0.7054959278002682
A,0.5698084760767855,18-25,Female,High,0.5133563325505742,0.5803361529568092
B,0.5355639588076058,36-45,Male,Medium,0.5254362511614967,0.5408401690639807
A,0.49263379931197643,36-45,Male,Medium,0.4209404648983933,0.5767252824240275
B,0.4953141058759608,26-35,Female,Low,0.5447519157038058,0.5943827712936919
A,0.5467246729784002,46+,Female,High,0.475846947415828,0.5339666187221405
B,0.49565752288662357,46+,Male,Medium,0.5073396505992774,0.6397605677956162
A,0.4787154217322836,36-45,Male,Low,0.5806110314127713,0.5615035379595702
B,0.5606430227691898,26-35,Female,High,0.5448419657932766,0.5748871544545697
A,0.5245022782579145,46+,Female,Medium,0.4865734676047084,0.5832962126027231
B,0.7003992988582689,36-45,Male,Medium,0.45544038872923565,0.5710793305307228
B,0.2849030191606988,18-25,Female,High,0.3924092299335348,0.5919470250234806
B,0.6591506851922462,46+,Male,High,0.464042334037879,0.5191373406726539
A,0.674608519249763,26-35,Male,High,0.48944348805861526,0.5220849123026985
B,0.34266097675918505,26-35,Male,High,0.4506410236424408,0.4949922883514153
A,0.5157312405919652,26-35,Male,Low,0.49343715164538476,0.5719750615310114
B,0.5128559134004209,18-25,Female,High,0.5038425941479384,0.5889468251756057
A,0.4092488305282179,46+,Female,Medium,0.48875720090959607,0.5728886433075944
B,0.4722183312409125,46+,Male,Medium,0.467499870958827,0.6337246216673769
A,0.43894241545341717,18-25,Male,Low,0.5084327335983364,0.5497201990585477
A,0.7252270443423623,46+,Male,Medium,0.5220970324784705,0.5834370827796257
B,0.6435678393147461,18-25,Male,Medium,0.4454800461278577,0.49541495619303433
A,0.6771555094994159,18-25,Male,High,0.5705466189873135,0.53064501487628
A,0.6221672064043235,18-25,Female,Medium,0.4950705933857869,0.584776887878289
B,0.4370948228782771,26-35,Female,Low,0.5009424811472424,0.5924551055371572
A,0.49754797337202267,46+,Female,High,0.5354107211628278,0.535301652616791
A,0.5989374561227918,18-25,Female,High,0.511660806563175,0.5464200374070967
A,0.4277872191108055,46+,Male,Low,0.5476568316956623,0.4741063126659596
B,0.6212998430172388,26-35,Male,High,0.5143562082600912,0.5321485399596696
A,0.5259674601841865,18-25,Male,High,0.4693781312679781,0.5945191581759893
B,0.5125179192450403,36-45,Male,Low,0.5180751762603051,0.5787602508053283
